cow_id,animal_name,sire,parity,lactation_length_d,peak_day,peak_milk_kg,dry_period_d,milk_yield_kg
804613,KAKA,Jenny S.TrumpET,2,293.0,76.0,33.1,43.0,6302.8
805202,Purri,Coyne PlanetET,2,362.0,42.0,41.0,53.0,10020.3
804667,Citos,L.Jet Bowser XA,2,328.0,36.0,38.9,69.0,7888.3
803606,Beben,Bull Mix,2,402.0,37.0,42.2,38.0,10077.8
805215,Milky,L.Jet Bowser-ET,2,268.0,55.0,42.9,66.0,7012.0
804364,Bebeb,L.Jet Bowser XA,2,286.0,67.0,40.7,106.0,6361.3
804910,Zal-Zal,L.Jet Bowser XA,2,286.0,84.0,42.3,61.0,6736.9
804489,FREDOM,K-M.EpicSave-ET,2,321.0,37.0,39.7,72.0,7913.2
805064,Geno252,Jenny S.TrumpET,2,328.0,93.0,40.8,81.0,8063.1
805682,Hazid,AK 47,2,349.0,74.0,35.2,43.0,8680.6
805860,Alcira,AK 47,2,367.0,65.0,37.5,56.0,11057.7
805146,Gama,L.Jet Bowser-ET,2,375.0,57.0,61.4,77.0,11158.0
804894,Rahma,L.Jet Bowser XA,2,278.0,38.0,40.0,56.0,6573.2
806287,Rina,L.Jet Bowser-ET,2,283.0,47.0,52.4,42.0,9925.2
804832,Lita,L.Jet Bowser XA,2,294.0,44.0,43.3,47.0,7888.6
804233,Novem,C. Toyjet,2,323.0,46.0,43.0,64.0,9071.7
803866,Tatu,M.Z.Merlin ET,2,342.0,58.0,45.9,53.0,10776.1
805674,Headie,Ziggy VS Whisky,2,345.0,89.0,36.8,40.0,9155.2
806401,Willy,L. Muscadet XA,2,285.0,65.0,54.1,53.0,11574.2
806009,POND-137,AK 47,2,288.0,109.0,37.3,52.0,9163.9
803795,Ikeu,Bull Mix,2,296.0,56.0,31.8,46.0,6832.0
805150,Rika,AK 47,2,298.0,75.0,39.1,55.0,6567.0
804911,Damita,L.Jet Bowser XA,2,309.0,35.0,32.0,102.0,5178.8
803898,Murni,M.Z.Merlin.-XA,2,290.0,49.0,38.2,53.0,8253.3
803098,Rahma,DILLION,2,292.0,49.0,36.3,52.0,7902.0
805171,Peach,AK 47,2,294.0,60.0,48.3,40.0,9423.6
804260,Farm185,Holstein Bull,2,355.0,30.0,42.3,62.0,7313.2
803746,Irfi,K.S Layne ET,2,307.0,70.0,40.1,57.0,8392.6
805067,Boss-574,AK 47,2,330.0,72.0,39.6,112.0,6317.9
805226,NUBE,AK 47,2,376.0,90.0,34.1,116.0,7748.0
803054,Alham 2,DILLION,2,403.0,58.0,44.9,57.0,11773.0
805229,Lilie,MR MUDD -  XA,2,405.0,90.0,37.9,45.0,9628.6
806418,Crv-026,AK 47,2,282.0,65.0,46.9,57.0,9682.0
804905,Piyani,Coyne PlanetET,2,290.0,76.0,31.4,48.0,5721.5
804375,Kady,L.Jet Bowser XA,2,320.0,47.0,41.0,126.0,6816.7
805353,Adelia,AK 47,2,415.0,85.0,38.2,57.0,10717.1
803763,Adelia,M.Z.Merlin.-XA,2,276.0,84.0,41.2,47.0,8975.0
804440,Epson,K-M.EpicSave-ET,2,286.0,37.0,37.9,49.0,8169.1
805858,Memey,Horst MONTNEY,2,292.0,56.0,38.0,52.0,8616.4
805766,RAHMA,Ziggy VS Whisky,2,294.0,92.0,33.0,49.0,7047.2
806046,Wisco,AK 47,2,330.0,90.0,38.0,50.0,9023.2
803295,Reyko,K. Big Time,2,399.0,88.0,33.4,85.0,10198.0
805961,Abs-161,L.Jet Bowser-ET,2,284.0,106.0,35.7,64.0,7800.9
804971,Zelan,Coyne PlanetET,2,286.0,34.0,36.3,45.0,6498.0
803925,Alana,W.EpicIcebergET,2,292.0,67.0,33.3,47.0,7628.7
803512,Dinar,M.Z.Merlin ET,2,358.0,50.0,38.7,93.0,9938.5
803580,Ophie,K.S Layne ET,2,266.0,58.0,35.9,116.0,7184.0
804963,Julian,Coyne PlanetET,2,290.0,46.0,39.6,43.0,5686.6
804408,Harki,K-M.EpicSave-ET,2,309.0,58.0,40.4,112.0,7864.1
802856,Iden,SuperSonic XA,2,351.0,68.0,43.4,36.0,8998.0
804429,Stavy,Longlife,2,412.0,47.0,37.0,45.0,10592.8
803774,Ora-469,Holstein Bull,2,250.0,61.0,32.8,70.0,4851.0
803454,Potjan,Klr. SuperMario,2,272.0,73.0,41.0,49.0,8857.0
806274,HELLEN,Ziggy VS Whisky,2,283.0,92.0,29.1,60.0,6111.7
806176,Hand,AK 47,2,284.0,56.0,39.7,56.0,7040.2
805768,TOP-ONE,Horst MONTNEY,2,311.0,59.0,30.6,120.0,6555.4
805065,Tuoli,Coyne PlanetET,2,287.0,55.0,37.7,68.0,7536.1
803502,Carra,L.Jet Bowser XA,2,290.0,61.0,36.5,51.0,8124.0
803337,Lunar,Bull Mix,2,311.0,99.0,35.1,46.0,7714.0
805556,SEBE,Coyne PlanetET,2,362.0,29.0,36.0,45.0,7261.0
805051,Barca,Coyne PlanetET,2,382.0,28.0,49.5,82.0,8799.8
804794,Arga,Coyne PlanetET,2,359.0,82.0,38.9,97.0,7187.5
806117,Afelay,L.Jet Bowser-ET,2,226.0,52.0,31.5,120.0,4916.7
805494,Weida,Ziggy VS Whisky,2,291.0,37.0,40.1,53.0,8760.4
806381,Capri,L. Muscadet XA,2,311.0,45.0,42.8,56.0,9147.3
804851,Chen,Coyne PlanetET,2,362.0,41.0,39.0,57.0,6593.1
802926,Olivia,Jenny S.TrumpXA,2,276.0,27.0,44.2,67.0,7606.0
803878,Harra 1,M.Z.Merlin ET,2,295.0,37.0,45.4,71.0,9465.4
805074,ORIGI,Coyne PlanetET,2,295.0,76.0,37.4,68.0,6474.6
805660,Paris,MR MUDD -  XA,2,355.0,34.0,39.3,50.0,9727.0
803711,Bell-551,Holstein Bull,2,436.0,66.0,43.0,104.0,11069.6
806134,Tabia,Horst MONTNEY,2,285.0,63.0,36.2,53.0,7915.0
803014,Sheva,Bull Mix,2,294.0,62.0,42.7,69.0,8253.0
804505,RESVI,S. Micah XA,2,312.0,87.0,36.3,47.0,7773.1
804305,Jiaya,C. Dv. Creeton,2,336.0,46.0,34.5,54.0,7582.8
805362,Ikeu,Jenny S.TrumpET,2,400.0,57.0,37.0,93.0,9317.6
804055,ROSA,K. Big Time,2,290.0,39.0,42.6,101.0,7421.7
803459,Elona,L.S Titanic,2,340.0,58.0,35.8,48.0,9407.0
803333,Kimi,K. Big Time,2,275.0,65.0,37.0,51.0,6956.0
802790,HIBA,Bull Mix,2,289.0,71.0,36.2,91.0,6843.0
805790,TATU 1,Horst MONTNEY,2,294.0,74.0,37.8,52.0,9217.2
804290,MEGGI,M.Z.Merlin.-XA,2,331.0,66.0,40.5,51.0,9709.3
804569,Zelip,C. Toyjet,2,290.0,59.0,40.1,50.0,7990.3
805424,Banyu,Coyne PlanetET,2,291.0,59.0,34.1,48.0,6352.4
805534,Almo,MR MUDD -  XA,2,318.0,87.0,38.6,61.0,9269.6
804673,Binggo,L.Jet Bowser XA,2,356.0,66.0,39.6,58.0,8733.5
804070,HOTA-018,Brasilia,2,290.0,76.0,44.3,72.0,8427.0
803173,Monica,Jenny S.TrumpXA,2,294.0,60.0,39.5,53.0,8448.0
805465,GERY,Ziggy VS Whisky,2,395.0,21.0,36.3,54.0,9215.9
804926,Celena,AK 47,2,289.0,85.0,48.3,60.0,7790.4
804800,Kerona,Coyne PlanetET,2,314.0,108.0,33.4,63.0,6611.3
805777,Akiko,Bull Mix,2,288.0,62.0,30.3,65.0,5800.7
803753,Anita,Bull Mix,2,292.0,49.0,41.4,53.0,8693.5
804601,Amy,C. Dv. Creeton,2,338.0,28.0,36.3,52.0,6749.1
803057,Damita,Bull Mix,2,374.0,22.0,35.5,58.0,8129.0
805922,Zal-Zal,Horst MONTNEY,2,270.0,45.0,30.1,75.0,6072.8
805409,Derti,Coyne PlanetET,2,292.0,72.0,38.9,58.0,8846.8
805816,Bintang,AK 47,2,294.0,81.0,33.8,49.0,7766.7
803909,Cica,O.S.Elmer-XA,2,294.0,38.0,47.8,44.0,10676.4
804838,PRETY,Jenny S.TrumpET,2,293.0,59.0,48.2,51.0,7428.6
803170,Arumi,Bull Mix,2,299.0,47.0,38.6,105.0,6569.0
805366,PREMI,MR MUDD -  XA,2,353.0,31.0,38.3,80.0,7836.2
804747,Arni,C. Dv. Creeton,2,257.0,60.0,37.3,88.0,5592.3
804796,Caya,Coyne PlanetET,2,291.0,88.0,43.9,48.0,7470.3
804768,Taylo,Jenny S.TrumpET,2,279.0,91.0,37.3,86.0,6159.8
804034,Micah,S. Micah XA,2,280.0,36.0,41.4,132.0,7295.0
806368,Banyu,RJR.SpidermanET,2,282.0,36.0,32.7,53.0,6680.8
805840,TIBO,AK 47,2,287.0,69.0,29.5,54.0,5631.5
804822,PISCES,L.Jet Bowser XA,2,311.0,82.0,45.8,43.0,8088.2
805731,Karen,AK 47,2,334.0,67.0,41.1,50.0,8078.7
803130,Hopi,Bull Mix,2,409.0,28.0,43.1,71.0,12188.0
803855,Gold-100,Holstein Bull,2,276.0,35.0,36.6,66.0,6642.0
805818,JUST-013,Jenny S.TrumpXA,2,290.0,74.0,40.2,54.0,8457.4
805926,Zenar,AK 47,2,301.0,103.0,38.5,100.0,8745.7
805861,HOT-098,AK 47,2,285.0,29.0,37.3,56.0,8320.0
806367,Amy,L. Muscadet XA,2,287.0,50.0,41.1,51.0,7992.4
803344,Yoshi,K. Big Time,2,299.0,32.0,37.0,110.0,7109.0
804391,Azuma,L.Jet Bowser-ET,2,332.0,46.0,36.1,126.0,7709.8
804742,Alana,Coyne PlanetET,2,341.0,71.0,40.7,49.0,8877.5
805014,Escud,AK 47,2,420.0,38.0,44.5,59.0,11443.0
802943,Headie,Bosside Altaros,2,421.0,82.0,40.0,108.0,10521.0
805936,Britny,Horst MONTNEY,2,285.0,80.0,33.7,55.0,7523.6
805899,Duyan,AK 47,2,288.0,84.0,33.7,54.0,7286.9
804077,Brok-001,Brasilia,2,290.0,28.0,40.4,45.0,9012.3
804983,Lani,Jenny S.TrumpET,2,291.0,86.0,39.1,47.0,7378.9
803084,Carol,Bull Mix,2,293.0,35.0,37.9,55.0,7473.0
803826,Rafika,Bull Mix,2,295.0,75.0,34.2,50.0,7212.9
803643,RORO,Bull Mix,2,321.0,75.0,36.6,64.0,7562.9
804416,Azola,K-M.EpicSave-ET,2,339.0,33.0,35.4,60.0,7854.3
804556,Charo,C. Dv. Creeton,2,363.0,33.0,37.0,62.0,8415.0
806073,Micah,AK 47,2,287.0,30.0,36.8,62.0,7978.4
803244,Atena,DILLION,2,296.0,63.0,38.3,49.0,8664.0
805771,RADHA,L.Jet Bowser-ET,2,295.0,70.0,40.8,51.0,8915.0
804442,Kaimi,F.Shamrock,2,363.0,64.0,31.9,46.0,7570.4
805097,Alena,L.Jet Bowser-ET,2,288.0,47.0,52.2,60.0,8521.1
805667,Alma,Jenny S.TrumpXA,2,294.0,37.0,38.2,52.0,8561.3
806293,UTAMI,AK 47,2,283.0,80.0,38.9,53.0,7798.7
805047,Neptu,L.Jet Bowser-ET,2,302.0,59.0,43.7,70.0,7210.5
803720,Mag-499,Holstein Bull,2,242.0,27.0,36.3,120.0,5268.3
803707,Gispa,L.Jet Bowser-ET,2,285.0,50.0,44.5,49.0,8916.0
803530,Aniya,Bull Mix,2,298.0,49.0,41.8,48.0,8588.0
806283,NIRO,AK 47,2,335.0,75.0,43.9,25.0,10498.3
803469,Dewiq,L.S Titanic,2,377.0,33.0,36.7,70.0,8550.9
803246,Femi,Bull Mix,2,273.0,62.0,35.8,52.0,6463.0
805257,Rou-108,AK 47,2,414.0,83.0,37.1,122.0,9289.2
805773,HELPI,AK 47,2,338.0,64.0,36.4,60.0,9144.3
805658,Bebeb,MR MUDD -  XA,2,422.0,100.0,39.1,62.0,11154.6
804697,OREO,Jenny S.TrumpET,2,267.0,69.0,37.2,88.0,6228.8
803946,GGS-428,Brasilia,2,282.0,49.0,41.9,56.0,7659.2
804845,Tipa,L.Jet Bowser XA,2,289.0,51.0,40.5,50.0,6115.2
804344,Levi322,Holstein Bull,2,292.0,49.0,39.5,48.0,8030.9
803704,Putri,O.S.Elmer-XA,2,292.0,56.0,45.0,44.0,9828.0
804950,Janet,Coyne PlanetET,2,311.0,65.0,36.1,45.0,7633.0
804652,NIJI,L.Jet Bowser XA,2,323.0,45.0,31.2,70.0,6575.4
805342,RUNY,Coyne PlanetET,2,351.0,73.0,53.3,54.0,8180.7
804960,B-yonce,C. Dv. Creeton,2,368.0,41.0,43.1,50.0,8530.3
802965,Gion,Bosside Altaros,2,280.0,39.0,45.8,50.0,6603.8
804975,Pipin,AK 47,2,303.0,79.0,41.1,70.0,6817.4
802678,Capri,S. Gypsy B.,2,343.0,44.0,38.3,45.0,9197.0
805090,Ilda,AK 47,2,405.0,113.0,41.7,56.0,10771.6
805035,JAN-JAN,L.Jet Bowser-ET,2,354.0,66.0,46.5,65.0,7407.6
803431,Ohaio,Bull Mix,2,421.0,29.0,44.1,60.0,11717.8
804968,Crv-133,Jenny S.TrumpET,2,276.0,46.0,41.7,66.0,6856.8
805122,Bar-323,Coyne PlanetET,2,291.0,42.0,43.5,41.0,6907.1
804649,Pena,L.Jet Bowser XA,2,293.0,73.0,38.6,51.0,7955.7
806292,Noi,AK 47,2,310.0,95.0,52.4,54.0,10790.4
804269,Afelay,Longlife,2,328.0,97.0,27.9,98.0,6445.4
803052,Eksa,Bull Mix,2,329.0,32.0,35.8,43.0,7651.0
805183,SALLY,AK 47,2,340.0,55.0,41.0,105.0,8956.0
804086,TABIA,K. Big Time,2,342.0,43.0,40.2,115.0,8223.2
806236,Zena,AK 47,2,379.0,46.0,41.5,49.0,10661.4
804504,Kate,Bull Mix,2,400.0,39.0,38.4,48.0,9572.8
803636,Kerry,K.S Layne ET,2,291.0,63.0,39.1,59.0,8104.0
804992,JERA,L.Jet Bowser XA,2,294.0,79.0,43.0,41.0,6993.2
803612,Berto,Bull Mix,2,334.0,23.0,43.8,56.0,10499.3
804802,Don'a,L.Jet Bowser XA,2,278.0,50.0,42.4,90.0,6895.7
803078,Asifa,DILLION,2,281.0,90.0,37.4,57.0,8079.5
803971,Ston132,Brasilia,2,291.0,38.0,41.1,49.0,7754.9
804840,Lucy,Coyne PlanetET,2,294.0,35.0,43.7,48.0,7729.6
805095,Canita,Coyne PlanetET,2,329.0,40.0,51.8,48.0,8756.4
803789,Hand,L.S Titanic,2,249.0,44.0,26.6,114.0,4714.7
802793,Kate,Bull Mix,2,274.0,57.0,38.2,49.0,7791.0
803730,Irra,Bull Mix,2,323.0,62.0,48.8,81.0,9412.7
803172,Kapua,Gold Wyn Cadet,2,436.0,76.0,50.3,54.0,14694.0
804142,ESTEH,Bull Mix,2,283.0,30.0,42.0,57.0,7872.6
803252,Alena,K. Big Time,2,293.0,74.0,38.2,103.0,7916.0
805297,REREN,AK 47,2,307.0,51.0,40.0,60.0,9500.8
805499,Amy,MR MUDD -  XA,2,392.0,31.0,43.0,52.0,10306.0
804293,HUGA,L.Jet Bowser XA,2,426.0,59.0,38.6,86.0,9910.2
804702,Welli,Coyne PlanetET,2,293.0,100.0,34.0,52.0,6533.1
804727,Tanti,Coyne PlanetET,2,344.0,58.0,53.4,45.0,11399.4
806177,Canita,AK 47,2,392.0,68.0,41.2,55.0,10900.7
805458,Caryl,Ziggy VS Whisky,2,289.0,25.0,44.1,48.0,8535.0
805011,Wendy,L.Jet Bowser-ET,2,345.0,81.0,49.2,52.0,8211.3
803804,Jemba,W.EpicIcebergET,2,360.0,58.0,36.6,53.0,9450.5
802660,Azuma,DE-SU Fork -ET,2,225.0,37.0,33.1,121.0,5056.0
805174,TABIA,Coyne PlanetET,2,242.0,36.0,43.2,124.0,5191.6
806303,Elona,AK 47,2,287.0,59.0,44.3,55.0,9891.8
803064,Tipa,Bull Mix,2,293.0,38.0,37.3,55.0,8626.0
804706,Sakuy 1,Jenny S.TrumpET,2,295.0,114.0,42.1,48.0,7644.3
803040,Jok,S. Micah XA,2,299.0,36.0,34.2,54.0,7083.0
804224,Dober,Longlife,2,374.0,47.0,39.7,44.0,9030.7
804582,Cedar,C. Dv. Creeton,2,383.0,35.0,41.9,49.0,9798.3
804713,Carney,L.Jet Bowser XA,2,269.0,70.0,38.9,121.0,6360.3
806075,Kimi,Horst MONTNEY,2,288.0,32.0,35.1,57.0,7497.0
804006,Bonita,W.EpicIcebergET,2,289.0,50.0,36.8,50.0,7190.9
803118,Joey,LE-SHO Contact,2,313.0,38.0,39.1,41.0,8735.0
803124,Zal-Zal,Bull Mix,2,314.0,48.0,37.0,116.0,7803.0
805835,Asuka 2,AK 47,2,288.0,80.0,35.9,54.0,7509.7
804730,MOMO,Coyne PlanetET,2,289.0,84.0,38.6,73.0,5977.1
804654,Kama,L.Jet Bowser XA,2,274.0,44.0,36.2,87.0,5418.9
804194,Moth592,Holstein Bull,2,291.0,35.0,44.2,48.0,9158.1
804420,Alaya,Longlife,2,318.0,30.0,43.9,59.0,9219.2
804807,Sheva,L.Jet Bowser XA,2,352.0,77.0,46.8,60.0,6940.3
805634,Irfi,Jenny S.TrumpXA,2,274.0,89.0,39.7,70.0,7251.7
804463,Nila,F.Shamrock,2,292.0,50.0,37.8,51.0,7854.1
805588,Kerona,MR MUDD -  XA,2,324.0,58.0,38.1,73.0,8594.9
803380,Escud,S. Micah XA,2,308.0,31.0,43.3,53.0,9218.0
804741,Eiger,C. Dv. Creeton,2,318.0,74.0,42.0,72.0,7523.7
803780,Star,L.S Titanic,2,271.0,68.0,34.8,67.0,7063.5
804397,Super,C. Starlight,2,288.0,28.0,30.6,97.0,5808.6
803843,INFLA,M.Z.Merlin.-XA,2,294.0,78.0,35.3,49.0,8062.6
805046,Wind-367,AK 47,2,295.0,81.0,41.8,64.0,7680.5
802817,Zenar,Bull Mix,2,314.0,31.0,36.9,70.0,7000.0
804671,Teten,Coyne PlanetET,2,334.0,73.0,47.9,107.0,9085.6
803297,Artis,DILLION,2,350.0,33.0,35.6,47.0,6660.0
803546,Irra,M.Z.Merlin ET,2,271.0,51.0,33.0,82.0,5969.5
805924,Mala,Horst MONTNEY,2,279.0,77.0,40.4,56.0,8501.1
803301,Lidya,Bull Mix,2,293.0,59.0,37.4,43.0,7757.0
805697,Kimber,MR MUDD -  XA,2,308.0,51.0,38.0,50.0,9485.9
803042,Peas,Bull Mix,2,400.0,40.0,43.0,82.0,10860.0
804244,Reyko,Krunch - ET,2,291.0,74.0,39.9,49.0,8419.4
803705,Loka 1,Bull Mix,2,285.0,49.0,40.8,55.0,8254.6
804082,Zelg-128,Brasilia,2,368.0,51.0,45.7,58.0,10285.9
806158,Meggi,Ziggy VS Whisky,2,369.0,48.0,47.9,50.0,10329.9
805472,Kate,Coyne PlanetET,2,370.0,66.0,37.0,44.0,8537.1
805399,Kerona,Coyne PlanetET,2,346.0,37.0,40.4,57.0,8150.5
806295,Gisa,S. Gypsy B.,2,389.0,67.0,50.7,55.0,13893.9
805126,DISU,Jenny S.TrumpXA,2,292.0,53.0,44.8,52.0,9787.3
804937,Anima,Jenny S.TrumpET,2,293.0,76.0,35.2,51.0,6532.7
802816,Benny,C. Starlight,2,302.0,40.0,32.3,76.0,6162.0
803644,Yuana,K.S Layne ET,2,291.0,52.0,36.7,56.0,7106.5
803764,Corwin,O.S.Elmer-XA,2,293.0,32.0,41.5,48.0,9360.1
803611,Verda,L.Jet Bowser XA,2,279.0,36.0,40.6,55.0,8086.0
804399,Capri,L.Jet Bowser-ET,2,288.0,109.0,40.8,50.0,7302.1
805173,Wisco,Coyne PlanetET,2,292.0,53.0,37.7,51.0,7613.2
804403,Touch,L.Jet Bowser XA,2,363.0,50.0,36.9,76.0,7756.6
804947,Carol,L.Jet Bowser XA,2,291.0,67.0,40.9,48.0,7343.1
803627,Lucy,W.EpicIcebergET,2,325.0,70.0,45.6,45.0,11214.5
805044,Alta-072,AK 47,2,355.0,53.0,45.3,73.0,9324.4
803665,Malli,Bull Mix,2,387.0,115.0,41.3,81.0,11435.5
804668,Bobo,Coyne PlanetET,2,289.0,115.0,49.5,54.0,7819.4
805003,Ora073,AK 47,2,346.0,44.0,42.9,58.0,8606.6
803302,Alana,Gold Wyn Cadet,2,280.0,64.0,39.5,47.0,9074.0
803854,Arumi,M.Z.Merlin ET,2,288.0,53.0,43.2,53.0,8878.1
805340,VIND-316,AK 47,2,331.0,91.0,26.9,52.0,5627.0
804197,Dubi,C. Toyjet,2,347.0,49.0,51.9,45.0,11149.7
803051,Kaniva,Bull Mix,2,298.0,112.0,40.4,57.0,8743.0
803616,Top-One,K.S Layne ET,2,316.0,73.0,36.2,54.0,8255.5
803233,JERA,Gold Wyn Cadet,2,321.0,77.0,43.6,49.0,9314.0
804679,VALERIE,C. Dv. Creeton,2,335.0,29.0,43.2,54.0,8410.5
803149,Keron,Bull Mix,2,341.0,52.0,43.1,44.0,10819.0
803564,Dan-Dan,L.Jet Bowser XA,2,417.0,100.0,36.4,86.0,10629.2
803313,Haley,U.M Aberlin -ET,2,255.0,36.0,41.2,68.0,7204.0
805616,GIDA,Coyne PlanetET,2,294.0,86.0,45.1,50.0,9622.2
805491,GAGA,Coyne PlanetET,2,343.0,84.0,33.9,44.0,8114.8
804777,MINIE,C. Dv. Creeton,2,274.0,49.0,46.9,69.0,7398.9
803408,Carson,Bull Mix,2,280.0,54.0,42.3,63.0,8317.0
802978,Diana,DILLION,2,366.0,20.0,35.9,69.0,8913.0
804705,Lemja,Jenny S.TrumpET,2,386.0,74.0,46.6,122.0,9150.1
803478,Justin,Klr. SuperMario,2,285.0,43.0,42.6,47.0,8382.5
803500,Aziza,M.Z.Merlin ET,2,303.0,29.0,41.2,66.0,8733.5
802946,Nixin,S. Micah XA,2,381.0,35.0,47.3,65.0,12388.0
804773,Jok,L.Jet Bowser XA,2,314.0,45.0,36.0,110.0,5362.9
803509,Alima,M.Z.Merlin ET,2,279.0,98.0,35.7,58.0,7477.0
802874,Bunga,Bull Mix,2,352.0,56.0,47.3,44.0,11681.0
803677,Jewel,L.Jet Bowser-ET,2,365.0,28.0,45.1,49.0,10142.2
804837,Yun-Yun,AK 47,2,312.0,51.0,43.9,49.0,8746.8
804683,Virza,C. Dv. Creeton,2,324.0,63.0,38.9,59.0,7037.8
804182,GRIE-451,Brasilia,2,245.0,29.0,36.0,122.0,5442.8
804365,ESCUD,C. Starlight,2,292.0,39.0,38.8,52.0,7558.6
804037,Rou-139,Brasilia,2,320.0,55.0,40.7,80.0,7251.9
804604,Zenar,Coyne PlanetET,2,325.0,69.0,51.2,74.0,7164.1
804432,JERRY,L.Jet Bowser XA,2,344.0,43.0,41.9,70.0,6227.4
804958,Juliet,Coyne PlanetET,2,283.0,110.0,47.7,75.0,8718.9
805702,PUTRI,L.Jet Bowser-ET,2,295.0,56.0,48.4,53.0,9799.9
803504,Cedar,L.Jet Bowser XA,2,348.0,40.0,43.4,94.0,10764.8
804506,Britny,C. Dv. Creeton,2,290.0,37.0,33.8,46.0,6287.1
804366,Donita,Longlife,2,295.0,47.0,39.3,126.0,6977.3
804495,TOP-ONE,M.Z.Merlin.-XA,2,374.0,55.0,31.6,106.0,7090.4
805646,Zamira,MR MUDD -  XA,2,388.0,58.0,26.0,45.0,7694.3
805352,Akira,L.Jet Bowser-ET,2,293.0,50.0,33.5,51.0,7706.3
802964,Tari,LE-SHO Contact,2,295.0,46.0,42.7,83.0,9133.5
803219,Aleja,DILLION,2,295.0,61.0,42.8,54.0,9098.0
804883,Frida,L.Jet Bowser XA,2,293.0,53.0,51.3,50.0,7846.8
802792,Sebe,Bull Aril,2,304.0,44.0,33.6,92.0,6120.0
805791,TATU 2,Horst MONTNEY,2,304.0,50.0,43.3,56.0,9234.4
803864,Sozis,Bull Mix,2,327.0,57.0,43.1,84.0,9094.7
804059,Zelg-379,Brasilia,2,373.0,48.0,35.1,91.0,8132.7
806239,Cinta,Ziggy VS Whisky,2,284.0,72.0,38.9,52.0,7811.5
803024,Ivey,LE-SHO Contact,2,314.0,30.0,40.9,48.0,10665.5
804722,Brina,C. Dv. Creeton,2,320.0,83.0,37.8,65.0,7341.8
806039,Rou-139,AK 47,2,285.0,72.0,42.4,53.0,9290.0
805280,Alana,AK 47,2,316.0,45.0,43.8,58.0,9261.6
803496,Ersa,Klr. SuperMario,2,270.0,51.0,34.2,52.0,7121.0
805522,MOMO,MR MUDD -  XA,2,290.0,75.0,30.9,51.0,6957.2
804921,Alpe,Coyne PlanetET,2,301.0,79.0,75.7,74.0,7622.3
803355,Potjan,Bull Mix,2,400.0,37.0,45.4,72.0,11471.1
803884,Char,M.Z.Merlin.-XA,2,293.0,53.0,44.5,44.0,10112.5
803589,Barto,Bull Mix,2,289.0,69.0,36.5,91.0,7051.5
802986,Lani,DILLION,2,297.0,63.0,35.5,51.0,8119.0
803089,Alana,DILLION,2,342.0,112.0,41.8,47.0,10568.0
802827,Niat,Jenny S.TrumpXA,2,356.0,103.0,28.4,47.0,7576.0
803960,Levi213,Brasilia,2,393.0,53.0,44.2,50.0,11582.4
806140,PURRI,Horst MONTNEY,2,284.0,76.0,36.9,54.0,7487.4
803119,Chiko,DILLION,2,341.0,81.0,46.8,52.0,10741.0
803661,Izzah,L.Jet Bowser XA,2,394.0,41.0,41.2,54.0,9811.4
804368,Carme,K-M.EpicSave-ET,2,374.0,61.0,37.8,60.0,8875.5
803328,Ciripa 1,K. Big Time,2,302.0,36.0,44.8,53.0,9893.5
803737,Mam554,Holstein Bull,2,314.0,37.0,41.4,60.0,8488.8
803489,Lydia,K. Big Time,2,373.0,84.0,42.0,48.0,11190.0
806147,Pond029,AK 47,2,402.0,62.0,38.2,68.0,10582.9
805205,TIBRA,Coyne PlanetET,2,416.0,47.0,35.7,111.0,9908.5
804067,IRTAN,K. Big Time,2,333.0,105.0,35.1,57.0,8413.5
805673,Ratih,Coyne PlanetET,2,307.0,66.0,37.4,58.0,9151.8
803112,Yayu,Bull Mix,2,320.0,66.0,46.3,38.0,11819.0
803229,Milo,Gold Wyn Cadet,2,344.0,61.0,42.0,49.0,9444.0
806019,Bella,Horst MONTNEY,2,288.0,52.0,40.9,54.0,8638.2
803462,Jules,Klr. SuperMario,2,328.0,29.0,42.8,46.0,10014.0
804797,Fudul,Coyne PlanetET,2,346.0,39.0,48.4,103.0,8684.9
805917,NAOMI,AK 47,2,283.0,69.0,37.0,58.0,8555.3
803602,Eet,Bull Mix,2,333.0,51.0,37.2,61.0,8311.3
802884,Pesan,Forsano,2,362.0,30.0,40.1,48.0,9316.0
804850,Paola 2,AK 47,2,295.0,54.0,37.0,120.0,5453.3
804595,Gery,L.Jet Bowser XA,2,385.0,70.0,50.7,79.0,11272.5
804093,Vici,Longlife,2,289.0,74.0,36.7,50.0,8045.7
804568,Pisa,C. Dv. Creeton,2,373.0,76.0,43.1,124.0,8631.8
803446,Suari,L.Jet Bowser XA,2,380.0,117.0,43.9,52.0,10347.8
806078,Putri,Horst MONTNEY,2,283.0,54.0,44.6,50.0,8782.2
805596,Dacey,Coyne PlanetET,2,326.0,61.0,31.5,59.0,7593.2
804931,Aline,Coyne PlanetET,2,337.0,37.0,46.7,52.0,7935.0
804203,Rossi,Mac Douglas-ET,2,380.0,51.0,42.7,103.0,9076.9
803197,Nila,Jenny S.TrumpXA,2,302.0,59.0,41.8,68.0,8656.0
804887,Santi,AK 47,2,322.0,30.0,42.1,115.0,7201.0
803006,Valerie,U.M Aberlin -ET,2,329.0,62.0,32.8,133.0,7744.0
805133,Vita,MR MUDD -  XA,2,413.0,30.0,41.2,56.0,10087.5
805586,NADA 2,AK 47,2,430.0,44.0,35.1,50.0,9247.5
804097,KALLI,K. Big Time,2,291.0,110.0,42.1,48.0,7601.2
