cow_id,animal_name,sire,parity,lactation_length_d,peak_day,peak_milk_kg,dry_period_d,milk_yield_kg
805534,Almo,MR MUDD -  XA,1,302.0,147.0,31.4,49.0,6476.5
803615,Fudul,K.S Layne ET,1,303.0,77.0,30.7,47.0,7456.0
803448,Lilie,K. Big Time,1,303.0,82.0,31.5,45.0,6671.0
803624,Astin,S. Micah XA,1,303.0,83.0,34.7,46.0,7533.0
805226,NUBE,AK 47,1,303.0,89.0,36.2,48.0,7257.6
804555,Frida,C. Dv. Creeton,1,303.0,100.0,28.8,49.0,6978.0
803509,Alima,M.Z.Merlin ET,1,303.0,56.0,32.9,39.0,7802.0
803328,Ciripa 1,K. Big Time,1,303.0,44.0,33.6,48.0,8257.0
803380,Escud,S. Micah XA,1,304.0,51.0,35.3,56.0,8119.0
803611,Verda,L.Jet Bowser XA,1,304.0,78.0,36.9,47.0,9160.0
806075,Kimi,Horst MONTNEY,1,305.0,65.0,26.0,93.0,5799.2
803459,Elona,L.S Titanic,1,306.0,147.0,30.9,47.0,7352.0
805132,MURNI,Coyne PlanetET,1,306.0,33.0,33.1,55.0,7047.1
806294,Anahit,AK 47,1,308.0,85.0,29.3,43.0,7026.2
806780,Kalyn,Ever Gr.V.A. ET,1,308.0,55.0,35.2,47.0,9152.6
805077,Aimee,AK 47,1,309.0,91.0,36.5,58.0,8415.7
807112,Swedia,Mango,1,309.0,87.0,31.0,52.0,8207.5
805425,MCC-388,AK 47,1,310.0,72.0,26.6,57.0,5870.9
805883,NEYNA,L.Jet Bowser-ET,1,310.0,140.0,24.7,51.0,5423.1
805806,JANN-199,Ziggy VS Whisky,1,310.0,68.0,31.2,48.0,6965.5
805997,JULIAN,Horst MONTNEY,1,310.0,127.0,43.1,44.0,8386.1
805971,HOBO-075,L.Jet Bowser-ET,1,311.0,121.0,31.3,49.0,4960.8
805010,Zakia,Coyne PlanetET,1,311.0,93.0,24.1,57.0,5571.3
803612,Berto,Bull Mix,1,311.0,95.0,36.4,41.0,8826.0
803960,Levi213,Brasilia,1,311.0,132.0,25.5,52.0,6019.0
805586,NADA 2,AK 47,1,311.0,120.0,31.6,56.0,6988.5
805713,Adelia,L.Jet Bowser-ET,1,312.0,82.0,28.5,48.0,6459.0
805401,HOD-274,AK 47,1,312.0,82.0,33.6,48.0,7237.5
804705,Lemja,Jenny S.TrumpET,1,312.0,97.0,35.2,52.0,8293.7
805711,VIND-498,Ziggy VS Whisky,1,313.0,145.0,26.3,47.0,5771.7
805810,Alfin,Horst MONTNEY,1,313.0,81.0,35.1,51.0,7645.2
805879,Ash-071,L.Jet Bowser-ET,1,313.0,133.0,27.5,70.0,6295.6
806117,Afelay,L.Jet Bowser-ET,1,313.0,108.0,25.2,65.0,4836.1
805818,JUST-013,Jenny S.TrumpXA,1,313.0,127.0,32.3,53.0,7001.5
806856,Arumi,Ever Gr.V.A. ET,1,313.0,34.0,32.3,51.0,7450.9
804652,NIJI,L.Jet Bowser XA,1,313.0,117.0,29.8,44.0,7441.5
804730,MOMO,Coyne PlanetET,1,313.0,57.0,27.9,51.0,5918.4
804991,Ciripa,Coyne PlanetET,1,314.0,79.0,28.9,53.0,7095.5
806368,Banyu,RJR.SpidermanET,1,314.0,61.0,26.3,47.0,6194.9
805608,Bever,Coyne PlanetET,1,315.0,34.0,29.6,47.0,7320.4
806129,NILA,AK 47,1,315.0,102.0,32.0,43.0,7901.4
804619,Vera,Coyne PlanetET,1,315.0,118.0,32.0,69.0,7679.0
804887,Santi,AK 47,1,315.0,139.0,31.7,49.0,7830.5
805316,PUTRI,AK 47,1,316.0,130.0,33.6,48.0,8194.4
805904,PESO 2,AK 47,1,316.0,43.0,31.4,45.0,5580.3
806287,Rina,L.Jet Bowser-ET,1,316.0,72.0,40.1,53.0,9578.2
806586,JAMILA,AK 47,1,316.0,112.0,31.9,51.0,7054.4
803707,Gispa,L.Jet Bowser-ET,1,316.0,110.0,39.7,44.0,9496.0
806225,Windi,AK 47,1,316.0,103.0,27.6,57.0,7617.2
804429,Stavy,Longlife,1,317.0,66.0,32.4,57.0,8495.0
806516,Taylo,WessC Glover XA,1,317.0,78.0,30.4,52.0,7470.0
806358,Caryl,L. Muscadet XA,1,317.0,40.0,28.2,51.0,7054.6
804580,Yuana,L.Jet Bowser XA,1,317.0,85.0,38.4,52.0,9822.6
803727,Vind-487,Holstein Bull,1,317.0,127.0,31.8,47.0,8782.0
804823,Discal,L.Jet Bowser XA,1,318.0,51.0,29.6,42.0,7626.0
805556,SEBE,Coyne PlanetET,1,318.0,67.0,30.2,50.0,7319.5
804926,Celena,AK 47,1,318.0,82.0,35.8,57.0,8825.3
803893,Hazid,O.S.Elmer-XA,1,319.0,75.0,41.8,51.0,10052.0
803730,Irra,Bull Mix,1,319.0,72.0,32.3,52.0,7883.0
804432,JERRY,L.Jet Bowser XA,1,319.0,67.0,32.4,80.0,6736.0
804082,Zelg-128,Brasilia,1,319.0,88.0,34.6,56.0,8473.0
804702,Welli,Coyne PlanetET,1,320.0,74.0,28.9,85.0,7087.0
803598,Okta,Bull Mix,1,320.0,84.0,32.8,41.0,7607.0
804654,Kama,L.Jet Bowser XA,1,320.0,98.0,26.8,58.0,5618.0
804706,Sakuy 1,Jenny S.TrumpET,1,320.0,118.0,31.2,48.0,8020.6
805173,Wisco,Coyne PlanetET,1,320.0,126.0,32.5,44.0,7998.2
804921,Alpe,Coyne PlanetET,1,320.0,47.0,34.3,59.0,7977.4
804604,Zenar,Coyne PlanetET,1,320.0,70.0,30.4,50.0,7126.0
805922,Zal-Zal,Horst MONTNEY,1,321.0,118.0,28.6,63.0,6222.1
803616,Top-One,K.S Layne ET,1,321.0,81.0,36.7,38.0,8928.0
803462,Jules,Klr. SuperMario,1,321.0,68.0,35.7,43.0,8977.0
805674,Headie,Ziggy VS Whisky,1,322.0,150.0,33.5,47.0,6814.0
803454,Potjan,Klr. SuperMario,1,322.0,92.0,34.6,43.0,8712.0
804601,Amy,C. Dv. Creeton,1,322.0,108.0,26.4,47.0,6065.5
803854,Arumi,M.Z.Merlin ET,1,322.0,46.0,28.8,51.0,7122.0
803945,Mam-495,Holstein Bull,1,322.0,104.0,28.5,49.0,6847.0
804506,Britny,C. Dv. Creeton,1,323.0,73.0,26.1,95.0,6941.0
806767,Runy,AK 47,1,323.0,145.0,30.6,61.0,8609.1
804182,GRIE-451,Brasilia,1,323.0,38.0,32.3,63.0,7576.0
803329,Ciripa 2,K. Big Time,1,323.0,53.0,31.1,47.0,7374.0
806652,NIAT,WessC Glover XA,1,324.0,131.0,34.6,43.0,9496.0
804907,Amor,Jenny S.TrumpET,1,324.0,81.0,28.7,74.0,6743.9
804773,Jok,L.Jet Bowser XA,1,325.0,110.0,40.0,50.0,8788.5
804416,Azola,K-M.EpicSave-ET,1,326.0,120.0,29.8,81.0,7227.0
803502,Carra,L.Jet Bowser XA,1,326.0,107.0,31.7,46.0,7556.0
804845,Tipa,L.Jet Bowser XA,1,326.0,116.0,25.3,51.0,5923.5
806709,Adel,L. Muscadet XA,1,326.0,72.0,34.3,52.0,8158.3
803943,Ston-150,Brasilia,1,326.0,85.0,38.1,45.0,10194.0
805014,Escud,AK 47,1,327.0,85.0,34.8,56.0,8810.1
804065,Gold398,Brasilia,1,327.0,72.0,33.6,51.0,8931.0
803665,Malli,Bull Mix,1,327.0,85.0,39.7,55.0,9509.0
804740,Jenta,L.Jet Bowser XA,1,327.0,154.0,24.0,40.0,6073.0
803310,Tuoli,Bull Mix,1,327.0,44.0,39.3,47.0,10141.0
804689,Santa,Coyne PlanetET,1,327.0,120.0,33.2,52.0,8532.0
804505,RESVI,S. Micah XA,1,328.0,130.0,36.6,45.0,9312.0
805588,Kerona,MR MUDD -  XA,1,328.0,123.0,32.3,37.0,7433.8
804777,MINIE,C. Dv. Creeton,1,328.0,85.0,32.5,48.0,7904.5
804999,Gusto,L.Jet Bowser XA,1,329.0,45.0,30.9,49.0,7635.3
804142,ESTEH,Bull Mix,1,329.0,58.0,29.2,56.0,7642.0
803843,INFLA,M.Z.Merlin.-XA,1,329.0,133.0,31.7,49.0,8735.0
804837,Yun-Yun,AK 47,1,329.0,115.0,32.4,52.0,7881.4
803469,Dewiq,L.S Titanic,1,330.0,53.0,26.7,50.0,6607.0
806747,Zelan,AK 47,1,330.0,75.0,35.7,54.0,9535.6
803428,Prety,Gold Lyn Dickey,1,330.0,69.0,31.2,42.0,7122.0
804587,Viona,Coyne PlanetET,1,330.0,63.0,28.8,50.0,7029.1
805660,Paris,MR MUDD -  XA,1,331.0,59.0,36.5,51.0,8912.2
806929,Usha,L. Muscadet XA,1,331.0,108.0,32.9,46.0,9447.8
804420,Alaya,Longlife,1,331.0,93.0,34.3,53.0,9064.0
804514,Evelyn,L.Jet Bowser-ET,1,331.0,85.0,32.0,89.0,7952.0
804403,Touch,L.Jet Bowser XA,1,331.0,68.0,32.3,47.0,7707.0
805049,Kelly,Jenny S.TrumpET,1,331.0,143.0,36.6,43.0,8692.7
806283,NIRO,AK 47,1,332.0,95.0,30.8,50.0,7542.4
804847,STAR,Coyne PlanetET,1,332.0,79.0,34.4,46.0,8607.8
806440,HIROMI,RJR.SpidermanET,1,332.0,116.0,28.2,49.0,7835.1
803737,Mam554,Holstein Bull,1,332.0,50.0,32.8,64.0,7295.5
805682,Hazid,AK 47,1,333.0,111.0,48.2,54.0,8496.3
805051,Barca,Coyne PlanetET,1,333.0,48.0,38.5,52.0,9093.1
804963,Julian,Coyne PlanetET,1,333.0,50.0,35.8,46.0,8294.8
805280,Alana,AK 47,1,333.0,102.0,28.7,55.0,7149.6
805202,Purri,Coyne PlanetET,1,334.0,45.0,29.8,51.0,8113.8
805366,PREMI,MR MUDD -  XA,1,334.0,93.0,25.7,60.0,6840.8
804556,Charo,C. Dv. Creeton,1,334.0,105.0,27.9,53.0,7571.0
806445,Welli,WessC Glover XA,1,334.0,22.0,35.0,55.0,8919.4
805044,Alta-072,AK 47,1,334.0,90.0,34.7,48.0,9034.9
804323,PAM,Longlife,1,334.0,34.0,31.9,63.0,7946.0
804568,Pisa,C. Dv. Creeton,1,334.0,139.0,35.6,47.0,9287.0
804903,Rihani,L.Jet Bowser-ET,1,334.0,65.0,31.0,54.0,8200.1
803931,Koda,W.EpicIcebergET,1,334.0,53.0,27.7,50.0,6871.0
806062,SNOW,Horst MONTNEY,1,334.0,87.0,37.1,46.0,9233.8
805661,Berna,AK 47,1,335.0,62.0,34.4,50.0,7852.2
804582,Cedar,C. Dv. Creeton,1,335.0,74.0,35.1,55.0,8299.0
804205,Banyu,L.Jet Bowser XA,1,335.0,88.0,38.8,80.0,8852.0
803004,Kaneli,U.M Aberlin -ET,1,335.0,54.0,34.4,45.0,8098.0
804768,Taylo,Jenny S.TrumpET,1,336.0,86.0,33.6,50.0,8254.8
806292,Noi,AK 47,1,336.0,63.0,34.9,58.0,8947.5
804115,Monde,Mac Douglas-ET,1,336.0,92.0,27.1,49.0,7509.0
803902,Joey,L.Jet Bowser XA,1,337.0,92.0,33.2,52.0,8698.4
805850,Ayu,Horst MONTNEY,1,338.0,121.0,30.6,48.0,7448.9
806452,OVALE,W.D.Bandaras ET,1,338.0,105.0,39.7,53.0,10037.2
803643,RORO,Bull Mix,1,339.0,135.0,35.1,50.0,8852.0
805342,RUNY,Coyne PlanetET,1,339.0,70.0,30.6,48.0,7428.9
805003,Ora073,AK 47,1,339.0,112.0,33.6,56.0,8585.5
805785,MCC-148,MR MUDD -  XA,1,339.0,94.0,35.2,51.0,8571.8
805771,RADHA,L.Jet Bowser-ET,1,340.0,57.0,30.7,44.0,7041.4
803651,Size,Bull Mix,1,340.0,79.0,33.0,47.0,8302.0
804889,KANES,L.Jet Bowser XA,1,340.0,58.0,24.3,92.0,5454.5
804117,Dels157,Brasilia,1,340.0,73.0,36.6,49.0,9604.0
804673,Binggo,L.Jet Bowser XA,1,341.0,58.0,34.4,43.0,8216.0
805918,Zelg-128,AK 47,1,342.0,141.0,32.7,43.0,8388.8
804391,Azuma,L.Jet Bowser-ET,1,344.0,89.0,33.5,39.0,9248.0
805409,Derti,Coyne PlanetET,1,345.0,66.0,29.2,51.0,7716.8
804076,Aolani,Mac Douglas-ET,1,345.0,55.0,36.6,81.0,6821.0
803504,Cedar,L.Jet Bowser XA,1,345.0,143.0,38.8,40.0,9892.0
803449,Taksa,Klr. SuperMario,1,345.0,135.0,38.0,51.0,10001.0
805216,REGIE,AK 47,1,346.0,73.0,34.6,42.0,8965.9
805301,GENOA,AK 47,1,347.0,111.0,27.8,33.0,7273.7
805011,Wendy,L.Jet Bowser-ET,1,347.0,51.0,32.1,57.0,7796.0
804567,Kotwi,L.Jet Bowser XA,1,347.0,155.0,35.5,56.0,9683.3
806275,Cica,AK 47,1,347.0,134.0,34.1,46.0,9546.9
806236,Zena,AK 47,1,348.0,71.0,32.3,48.0,8098.0
806177,Canita,AK 47,1,348.0,87.0,29.5,46.0,7909.6
803705,Loka 1,Bull Mix,1,348.0,94.0,29.3,51.0,7678.0
805646,Zamira,MR MUDD -  XA,1,348.0,150.0,37.2,39.0,7784.5
806295,Gisa,S. Gypsy B.,1,349.0,78.0,39.9,49.0,10764.3
805399,Kerona,Coyne PlanetET,1,349.0,40.0,32.0,43.0,8813.5
804822,PISCES,L.Jet Bowser XA,1,350.0,142.0,32.2,46.0,8835.5
804293,HUGA,L.Jet Bowser XA,1,350.0,139.0,27.7,60.0,7043.0
804888,Hot-098,Jenny S.TrumpET,1,350.0,126.0,33.6,55.0,8497.8
804576,Anima,Coyne PlanetET,1,350.0,88.0,30.1,52.0,7917.4
804697,OREO,Jenny S.TrumpET,1,351.0,49.0,31.2,45.0,8134.0
805759,Astin,Coyne PlanetET,1,351.0,79.0,32.8,43.0,7724.0
805133,Vita,MR MUDD -  XA,1,351.0,68.0,33.1,42.0,8878.2
804106,Abbie,Krunch - ET,1,351.0,36.0,41.9,50.0,11270.0
803679,Peso,K.S.Layne ET,1,351.0,72.0,37.6,50.0,10342.0
805835,Asuka 2,AK 47,1,352.0,70.0,31.2,51.0,6972.5
803677,Jewel,L.Jet Bowser-ET,1,352.0,108.0,38.4,45.0,9561.0
806467,Fran,RJR.SpidermanET,1,352.0,72.0,37.8,54.0,9343.7
806361,Caila,AK 47,1,352.0,71.0,25.7,46.0,7443.7
806140,PURRI,Horst MONTNEY,1,352.0,131.0,27.8,41.0,7205.9
804367,Dadic,C. Starlight,1,352.0,71.0,40.5,57.0,11541.0
804728,SPRINGS,C. Toyjet,1,352.0,64.0,33.7,47.0,8709.0
804741,Eiger,C. Dv. Creeton,1,353.0,55.0,33.7,53.0,7986.8
804722,Brina,C. Dv. Creeton,1,353.0,119.0,24.8,72.0,6383.6
803500,Aziza,M.Z.Merlin ET,1,353.0,98.0,29.5,47.0,7632.0
804071,Hobo075,Brasilia,1,353.0,69.0,31.3,50.0,8917.0
805218,Alena,Coyne PlanetET,1,353.0,61.0,26.0,40.0,6766.1
804712,Gabe,Coyne PlanetET,1,353.0,88.0,30.4,52.0,8009.6
804668,Bobo,Coyne PlanetET,1,354.0,50.0,35.5,57.0,9354.6
806239,Cinta,Ziggy VS Whisky,1,354.0,48.0,29.7,59.0,7338.8
804570,Top-One,Coyne PlanetET,1,354.0,128.0,34.5,52.0,8835.0
805260,ORA-078,Coyne PlanetET,1,354.0,82.0,29.8,51.0,7507.2
805596,Dacey,Coyne PlanetET,1,355.0,45.0,23.7,87.0,5586.7
805144,Kimi,MR MUDD -  XA,1,355.0,67.0,33.1,97.0,8490.1
806354,Nila,L.Jet Bowser-ET,1,355.0,35.0,32.8,52.0,9846.3
803350,Olivia,S. Gypsy B.,1,355.0,112.0,33.2,47.0,9051.0
805122,Bar-323,Coyne PlanetET,1,356.0,64.0,28.2,55.0,6883.2
804968,Crv-133,Jenny S.TrumpET,1,356.0,63.0,32.2,53.0,8613.8
805916,Anora,Horst MONTNEY,1,356.0,105.0,36.5,50.0,8808.6
803658,Beril,Bull Mix,1,356.0,57.0,27.3,67.0,7224.0
806237,MCC-141,AK 47,1,357.0,145.0,30.9,44.0,8938.9
805932,Wind-005,Jenny S.TrumpXA,1,357.0,70.0,34.3,48.0,8540.1
804947,Carol,L.Jet Bowser XA,1,358.0,69.0,32.5,77.0,8574.9
803599,Benny,W.EpicIcebergET,1,358.0,107.0,22.4,85.0,5579.5
806002,Hazid,AK 47,1,358.0,51.0,33.5,51.0,9219.8
803343,Aiden,S. Gypsy B.,1,358.0,85.0,32.4,45.0,9250.0
804807,Sheva,L.Jet Bowser XA,1,359.0,127.0,33.5,51.0,9065.5
806379,TLG-586,W.D.Bandaras ET,1,359.0,65.0,23.5,61.0,6147.4
804214,MEMEY,Krunch - ET,1,359.0,75.0,31.9,50.0,8654.0
804442,Kaimi,F.Shamrock,1,360.0,77.0,30.6,43.0,8100.0
805880,INUL,AK 47,1,360.0,137.0,28.9,64.0,6802.9
805095,Canita,Coyne PlanetET,1,362.0,70.0,33.0,52.0,8504.5
806764,Yuana,L. Muscadet XA,1,362.0,84.0,26.8,58.0,8351.5
804507,Prety,Coyne PlanetET,1,362.0,92.0,33.6,73.0,9106.0
806078,Putri,Horst MONTNEY,1,362.0,131.0,35.5,56.0,9121.7
803985,Butt-164,Brasilia,1,362.0,95.0,40.6,49.0,11328.0
804089,Tadita,Longlife,1,362.0,89.0,37.3,47.0,10541.0
805816,Bintang,AK 47,1,364.0,115.0,28.4,52.0,6747.6
805458,Caryl,Ziggy VS Whisky,1,364.0,94.0,31.2,47.0,8066.1
803589,Barto,Bull Mix,1,364.0,60.0,33.2,51.0,9524.0
805522,MOMO,MR MUDD -  XA,1,365.0,61.0,28.8,46.0,7860.7
806039,Rou-139,AK 47,1,365.0,107.0,29.8,44.0,8537.6
803888,Albie,C. Dv. Creeton,1,365.0,75.0,27.0,60.0,7421.0
805328,MIA,Coyne PlanetET,1,365.0,64.0,32.3,50.0,7564.1
803882,Nisa,L.S Titanic,1,365.0,91.0,30.8,54.0,8423.0
804365,ESCUD,C. Starlight,1,366.0,92.0,32.1,55.0,8446.0
805097,Alena,L.Jet Bowser-ET,1,367.0,83.0,31.0,45.0,8651.6
805924,Mala,Horst MONTNEY,1,367.0,108.0,34.5,57.0,8637.8
804802,Don'a,L.Jet Bowser XA,1,367.0,118.0,32.8,44.0,8890.8
804870,Hopi,L.Jet Bowser XA,1,367.0,78.0,31.2,52.0,9247.1
803970,MCC-130,Brasilia,1,367.0,97.0,31.6,68.0,8446.0
805325,Cinta,Jenny S.TrumpET,1,367.0,75.0,32.5,56.0,7321.1
805658,Bebeb,MR MUDD -  XA,1,368.0,67.0,28.3,58.0,6946.8
805667,Alma,Jenny S.TrumpXA,1,368.0,82.0,33.5,52.0,8236.6
805204,Naomi,MR MUDD -  XA,1,368.0,37.0,32.0,44.0,8748.9
804544,Lidya,C. Toyjet,1,368.0,108.0,33.4,53.0,9285.0
806281,POTJAN,AK 47,1,368.0,38.0,30.2,50.0,7999.6
803534,Riski,L.Jet Bowser XA,1,368.0,34.0,37.7,50.0,9732.0
804727,Tanti,Coyne PlanetET,1,369.0,118.0,38.3,48.0,11080.1
806019,Bella,Horst MONTNEY,1,369.0,140.0,28.5,51.0,7988.4
806378,Alena,AK 47,1,369.0,73.0,31.5,50.0,8493.5
804153,PERK-266,Brasilia,1,369.0,87.0,38.4,51.0,10718.0
805938,Vita,AK 47,1,370.0,88.0,34.4,57.0,8540.4
805136,Natalie,L.Jet Bowser-ET,1,370.0,72.0,37.4,58.0,9714.2
806147,Pond029,AK 47,1,370.0,74.0,33.4,46.0,9101.5
804177,Blue,Mac Douglas-ET,1,370.0,63.0,35.4,53.0,9388.0
806264,Oziel,L.Jet Bowser-ET,1,371.0,49.0,34.2,75.0,9550.0
804309,Erico,Krunch - ET,1,371.0,58.0,34.9,52.0,9643.0
805066,HEDONI,MR MUDD -  XA,1,371.0,80.0,36.6,47.0,9337.4
804316,FEDA,Longlife,1,371.0,58.0,28.2,48.0,7889.0
805297,REREN,AK 47,1,372.0,89.0,33.0,50.0,9264.0
806653,FREEDOM,WestCoast Pldge,1,372.0,53.0,34.8,51.0,11016.8
804039,Rou-120,Brasilia,1,372.0,115.0,37.9,52.0,10978.0
805673,Ratih,Coyne PlanetET,1,373.0,134.0,37.2,50.0,8237.1
805773,HELPI,AK 47,1,374.0,39.0,33.7,50.0,8148.7
805917,NAOMI,AK 47,1,374.0,133.0,31.0,53.0,7916.3
804997,Sizuka,L.Jet Bowser XA,1,374.0,98.0,38.2,66.0,8587.8
806059,Salma,Ziggy VS Whisky,1,375.0,89.0,36.7,48.0,10110.0
803401,Eriz,Bull Mix,1,375.0,61.0,33.3,93.0,7078.0
804254,Risna,L.Jet Bowser XA,1,375.0,141.0,32.7,54.0,9705.0
803627,Lucy,W.EpicIcebergET,1,377.0,101.0,35.6,42.0,10749.0
804050,TOMAS,O.S.Elmer-XA,1,377.0,67.0,37.1,77.0,11081.0
805520,LILO,AK 47,1,377.0,66.0,33.6,54.0,7917.8
804679,VALERIE,C. Dv. Creeton,1,378.0,65.0,34.5,47.0,9803.2
806420,NOVEM,L. Muscadet XA,1,378.0,96.0,30.2,47.0,8935.5
804703,IRFI,Jenny S.TrumpET,1,378.0,107.0,30.4,78.0,8542.9
804274,Cherry,L.Jet Bowser-ET,1,379.0,74.0,38.4,49.0,11838.0
804104,PAPA,Krunch - ET,1,379.0,56.0,30.4,90.0,8268.0
804908,Henti,AK 47,1,380.0,72.0,28.6,50.0,7888.7
803539,Alda,L.Jet Bowser XA,1,380.0,72.0,36.4,72.0,9196.0
805091,Diana,AK 47,1,383.0,125.0,32.2,75.0,8503.1
806056,Jera,Horst MONTNEY,1,384.0,134.0,36.3,54.0,8956.9
803360,Kionai,Bull Mix,1,384.0,67.0,36.1,42.0,9492.0
804584,Aria,L.Jet Bowser XA,1,386.0,47.0,37.8,57.0,10559.5
804368,Carme,K-M.EpicSave-ET,1,387.0,104.0,35.9,46.0,9587.0
804203,Rossi,Mac Douglas-ET,1,387.0,56.0,33.4,47.0,9153.0
806034,VIND-487,Ziggy VS Whisky,1,387.0,145.0,31.7,61.0,9044.5
806542,DITA,WessC Glover XA,1,387.0,94.0,31.7,53.0,10141.1
806143,Mega,Horst MONTNEY,1,388.0,140.0,33.4,48.0,9291.0
804138,Budd-249,Brasilia,1,388.0,104.0,33.7,50.0,10482.0
805157,Keiki,MR MUDD -  XA,1,388.0,118.0,41.2,52.0,7745.1
803790,Kimber,Bull Mix,1,389.0,54.0,35.7,62.0,9175.0
803809,Lota,W.EpicIcebergET,1,389.0,68.0,36.5,60.0,10538.0
806048,Papa,Horst MONTNEY,1,390.0,112.0,35.5,51.0,8844.5
804495,TOP-ONE,M.Z.Merlin.-XA,1,393.0,54.0,25.6,49.0,7130.0
806524,TITHA,AK 47,1,393.0,60.0,30.0,50.0,10000.1
803446,Suari,L.Jet Bowser XA,1,393.0,113.0,39.6,47.0,11733.0
806064,VIEW-261,L.Jet Bowser-ET,1,393.0,94.0,33.2,76.0,8675.8
806475,Dey,AK 47,1,393.0,65.0,28.4,41.0,9494.9
804335,NIXIN,Longlife,1,393.0,38.0,31.7,52.0,8814.0
806198,RENTO,AK 47,1,393.0,97.0,35.9,48.0,10074.0
805472,Kate,Coyne PlanetET,1,394.0,150.0,26.0,54.0,6946.7
804189,Bella,Krunch - ET,1,394.0,83.0,38.1,59.0,10728.0
804048,Pond137,Brasilia,1,394.0,128.0,35.9,46.0,11927.5
803376,Qiya,Gold Lyn Dickey,1,395.0,65.0,34.5,43.0,9764.0
804588,NAMI,Jenny S.TrumpET,1,396.0,101.0,33.3,56.0,9588.0
803685,Aria,Bull Mix,1,396.0,78.0,34.3,48.0,10537.5
805738,FOC-555,L.Jet Bowser-ET,1,397.0,73.0,31.9,47.0,9634.2
806536,Berto,AK 47,1,397.0,74.0,37.3,52.0,10294.9
804113,Libra,C. Starlight,1,398.0,65.0,36.2,54.0,9588.5
806095,Nayan,Horst MONTNEY,1,399.0,65.0,35.1,57.0,9408.8
803390,Kike,Bull Mix,1,399.0,111.0,42.4,46.0,13358.0
804047,HODO-346,Holstein Bull,1,400.0,47.0,35.1,55.0,10337.5
805195,MED-281,Coyne PlanetET,1,401.0,52.0,35.7,49.0,9077.7
804517,Anzia,Coyne PlanetET,1,403.0,71.0,33.9,52.0,10892.4
805461,Oriza,Jenny S.TrumpET,1,404.0,107.0,31.4,53.0,9505.2
806224,Neyna,AK 47,1,404.0,78.0,34.8,48.0,10010.3
805616,GIDA,Coyne PlanetET,1,405.0,77.0,38.7,45.0,9965.0
803617,Eet,Bull Mix,1,405.0,59.0,27.0,53.0,6477.0
803597,Irra,S Braxton,1,405.0,66.0,29.6,46.0,8364.5
804892,PUTRI,Jenny S.TrumpET,1,406.0,87.0,29.6,56.0,8483.0
804377,Reren 1,C. Starlight,1,406.0,115.0,36.5,52.0,10031.6
803339,Berdi,U.M Aberlin -ET,1,407.0,84.0,30.5,69.0,8686.0
804549,Rosa,Coyne PlanetET,1,408.0,36.0,32.4,81.0,9172.6
805253,SWEETY,AK 47,1,408.0,74.0,28.8,56.0,7970.3
803652,Karen,L.Jet Bowser XA,1,408.0,57.0,37.5,48.0,10110.0
804445,ERSA,C. Dv. Creeton,1,408.0,63.0,30.6,78.0,8355.4
806383,B-yonce,L. Muscadet XA,1,408.0,52.0,33.6,56.0,10072.4
804228,Aneko,Mac Douglas-ET,1,408.0,107.0,31.7,51.0,10691.0
803957,POND-149,Brasilia,1,410.0,78.0,32.1,46.0,10893.0
805205,TIBRA,Coyne PlanetET,1,412.0,74.0,32.8,63.0,9184.0
804457,Asha,L.Jet Bowser-ET,1,413.0,100.0,36.8,51.0,11466.3
803508,Inez,L.Jet Bowser XA,1,414.0,95.0,31.5,45.0,9650.0
804936,Maudi,L.Jet Bowser XA,1,415.0,104.0,31.7,95.0,8205.8
806169,Naomi,L.Jet Bowser-ET,1,418.0,129.0,33.0,78.0,8768.5
804332,Ayoni,Bull Mix,1,420.0,43.0,32.8,61.0,8531.0
805176,SUSUN,Jenny S.TrumpXA,1,421.0,129.0,28.6,55.0,8413.8
804396,Kaka,M.Z.Merlin.-XA,1,422.0,90.0,38.3,62.0,12791.0
804970,PEARCE,L.Jet Bowser XA,1,422.0,78.0,34.3,57.0,9465.8
805059,Blade,MR MUDD -  XA,1,426.0,78.0,36.1,96.0,11084.6
805826,MASOU,AK 47,1,426.0,102.0,35.0,54.0,9927.5
804283,Disu,C. Dv. Creeton,1,427.0,79.0,39.0,69.0,11899.0
804813,PRETY,L.Jet Bowser XA,1,427.0,90.0,37.6,52.0,11132.0
803800,Tean,W.EpicIcebergET,1,430.0,43.0,35.3,94.0,10024.5
806375,Jonas,L.Jet Bowser-ET,1,432.0,86.0,31.5,39.0,9663.1
804680,PESO,Coyne PlanetET,1,432.0,44.0,33.6,51.0,9927.7
802988,Ayu,U.M Aberlin -ET,2,282.0,87.0,40.2,40.0,8209.0
802999,Iwata,DILLION,2,428.0,78.0,43.6,123.0,11146.0
805997,JULIAN,Horst MONTNEY,2,285.0,113.0,40.7,56.0,9133.1
805139,Disna,Jenny S.TrumpET,2,293.0,81.0,34.8,53.0,4979.8
803624,Astin,S. Micah XA,2,293.0,36.0,46.4,50.0,9308.0
805893,PAST-225,Jenny S.TrumpXA,2,328.0,29.0,46.0,103.0,10569.0
805895,Laura,AK 47,2,291.0,60.0,38.4,53.0,9116.9
803263,Anora,DILLION,2,328.0,58.0,34.4,48.0,7662.0
804036,Just013,Brasilia,2,356.0,38.0,44.5,59.0,9974.6
803893,Hazid,O.S.Elmer-XA,2,292.0,39.0,50.7,45.0,11002.8
